channel,id,date,text,ad
Daryo,90177.0,2023-04-27 09:43:02+00:00,"🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   “Kino 1 soatlik bo`lsa-da, olam-olam taassurotlar olaman, o`zbekistonlik ekanimdan faxrlanaman”. “O`zbekistonlik” filmining uchinchi epizodi tarmoqlarda iliq kutib olindi    Unda jahonning eng yirik neft-gaz kompaniyalaridan biri — Shellʼda IT-arxitektor sifatida faoliyat yuritayotgan Madina Berdiyeva va Strasburg filarmonik orkestrining musiqiy va badiiy rahbari Aziz Shohakimov haqida hikoya qilinadi.  Batafsil — http://dy.uz/OAM2l    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90178.0,2023-04-27 10:00:01+00:00,Rossiyaga – foyda bilan!    Faqat Rossiya Federatsiyasi hududiga uchib ketayotgan Ucell abonentlari uchun   “MegaFon”   operatoridan maxsus taklif –   “Teplыy priyom”   tarifi amal qiladi.  Oyiga atigi 300 rubl evaziga sizga quyidagilar taqdim etiladi: • Rossiya bo`ylab operator tarmog`i mavjud hududlarda qo`ng`iroqlar uchun 700 daqiqa; • 35 GB internet-trafik.  Batafsil: http://www.ucell.uz/3gt  __Reklama__,1.0
Daryo,90179.0,2023-04-27 10:11:06+00:00,"“Ochiq axborot vaqtida joylanmasa, hokimlik axborot xizmati ishlamayapti deyiladi”. Budjet jarayonining ochiqligini taʼminlay olmagan hokimlik vakili muammo sababini ochiqladi    “Aksariyat hokimliklar saytini viloyat hokimligi huzuridagi o`sha monopol tashkilot — kompyuterlashtirish markazi qilgani sabab, ochiq maʼlumotlar bo`limi yaratilmagan. Yaratilganlarida ham sayt 'adminkasi`da ochiq maʼlumotlarni joylash imkoniyati yo`q. Dasturlash ishlari yakunlanmagan”, — deyiladi bu haqdagi chiqishda.  Batafsil — http://dy.uz/sC6d8    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90180.0,2023-04-27 10:26:19+00:00,"Eronda politsiya namoyishchilarga qarata o`t ochdi    Namoyishlar politsiya mashinasi eronlik o`smirni urib yuborib, uning o`limiga sabab bo`lgandan keyin boshlangan.  Batafsil — http://dy.uz/GdTUA    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90181.0,2023-04-27 10:55:54+00:00,Kreml Zelenskiy va Si Szinpin o`rtasidagi suhbatga munosabat bildirdi    Putinning matbuot kotibi Xitoy va Ukraina yetakchilari o`rtasida o`tkazilgan telefon suhbatini baholadi.  Batafsil — http://dy.uz/Z9RR7    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90182.0,2023-04-27 11:03:24+00:00,🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   Shavkat Mirziyoyev Islom taraqqiyot banki prezidenti bilan hamkorlikni yanada kengaytirishni muhokama qildi    O`zbekistonning JSTga qo`shilishi va innovatsion ekotizimni yaratish masalalarida texnik ko`makni kengaytirishga ham e`tibor qaratildi.  Batafsil — http://dy.uz/BgCTl    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90183.0,2023-04-27 11:19:13+00:00,"O`zbekistonda dollar kursi ikki kunlik pastlashdan so`ng ko`tarildi    Rubl ham ko`tarildi, yevro tushdi.  Batafsil — http://dy.uz/qve9Q    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90184.0,2023-04-27 11:41:07+00:00,"O`zbekistonda davlat ijrochisi faoliyati yuzasidan shikoyatlar faqat maʼmuriy sudlar tomonidan ko`rib chiqiladi     Endilikda o`zaro bog`liq bo`lgan, baʼzilari fuqarolik sudiga, baʼzilari esa maʼmuriy sudga taalluqli bir nechta talabni birlashtirishga yo`l qo`yilmaydi.  Batafsil — http://dy.uz/WvbAq    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90185.0,2023-04-27 11:57:01+00:00,Tailandda havo rekord darajada isidi. Aholidan ko`chaga chiqmaslik so`ralmoqda    Mamlakatda kuzatilayotgan ekstremal ob-havo inson tanasi bardosh bera olmaydigan darajaga yetmoqda.  Batafsil — http://dy.uz/DAS4a    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90186.0,2023-04-27 12:12:02+00:00,"🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   Shavkat Mirziyoyev O`zbekiston xorijiy investorlar bilan hamkorlikka tayyor bo`lgan beshta asosiy yo`nalishni aytdi     “Ushbu maqsadlarda qo`shma investitsiya fondlarini tashkil qilib, sanoat, energetika, transport va suv xo`jaligi sohalarida yirik mintaqaviy loyihalarni amalga oshiryapmiz”, — deydi prezident.  Batafsil — http://dy.uz/yCI5Y    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90187.0,2023-04-27 12:57:03+00:00,Stereotip va diskriminatsiya: nima uchun O`zbekiston IT sohasida ayollar kam?     IT-mutaxassislar yetishmasligi bilan bog`liq muammoni hal etish va aholi bandligini taʼminlashning eng samarali yo`li tahlil qilindi.  Batafsil — http://dy.uz/TE1So    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90188.0,2023-04-27 13:01:15+00:00,"Tijoriy maqsadda foydalanish uchun   binolar  ,   ofislar   va   noturar joy  larning   sotib olish   yoki   sotish  ,   ijara  ga olish yoki   topshirish   xizmatlarini ko`rsatuvchi [B_Tower_Nedvijimost222](https://t.me/BTower_Nedvijimost222) rieltorlik kompaniyasiga ishoning.  [B_Tower_Nedvijimost222](https://t.me/BTower_Nedvijimost222) rieltorlik sohasida ko'p yillik tajribaga ega va mijozlarini doim xursand qilib kelgan.     👉Katalogni ko`rish uchun:   @BTower_Nedvijimost222  __Reklama__",1.0
Daryo,90189.0,2023-04-27 13:10:48+00:00,"Isyonkor yigitdan millat otasigacha. Hindiston mustaqilligi kurashchisi Maxatma Gandining “tuz yurishi” va unga uyushtirilgan suiqasd    1940-yillar oxirida ushbu tinchliksevar va oddiy kiyingan inson qudratli Britaniya imperiyasi ustidan g`alaba qozonishga muvaffaq bo`ladi. “Buyuk qalb egasi” Gandi Time jurnali tomonidan “Yil odami” deb topilgan, BBC bo`lsa uni xalqaro tinchlik va ezgulik ramzi deya e`tirof etgan. “Daryo” ”100 buyuk inson” loyihasi doirasida Maxatma Gandi nima uchun kurashgani, kimdan ta`lim olgani va o`zidan nimalarni me`ros qoldirgani haqida hikoya qiladi.  Batafsil — http://dy.uz/7afU4    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90190.0,2023-04-27 13:53:18+00:00,“Uchinchi chechen urushi”: Ukraina armiyasi safida 200 ga yaqin chechen jang qilmoqda — Politico    Ular asosan Birinchi va Ikkinchi chechen urushlarida qatnashgan jangchilarning avlodlaridir.  Batafsil — http://dy.uz/yhAV7    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90191.0,2023-04-27 14:32:25+00:00,JSST Hindistonda ishlab chiqarilgan yana bir yo`tal siropidan ogohlantirdi    Ushbu siropning ikkita xavfli tarkibiy qismi “Dok-1 Maks”da ham aniqlangandi.  Batafsil — http://dy.uz/Ij2L2    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90192.0,2023-04-27 14:56:01+00:00,"Andijonda majburiy mehnatga jalb qilinib, YTHda o`lgan ayol voqeasi: masʼullar xodimlarini kechasi ishga chaqirganini tan olmayapti    “Daryo” muxbiri voqea tafsilotlariga aniqlik kiritish maqsadida jurnalistik surishtiruv o`tkazdi.  Batafsil — http://dy.uz/y5vYO  🌐 [Videoni ko`rish  ](https://youtu.be/qcmj-B_SDz8)  📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90193.0,2023-04-27 15:00:06+00:00,"Rossiya banki ChatGPT ni ortda qoldirishga muvaffaq bo`lgan neyrotarmoqni chiqardi    Sber  bank tavsif bo`yicha tasvirlarni yaratish uchun [Kandinskiy 2.1 modelini](https://t.me/kandinsky21_bot) ishlab chiqdi. Foydalanuvchilarga yangilik manzur keldiki, atigi 4 kunda modeldan foydalanuvchilar soni 1 mln kishiga yetdi. Olti kunda — 2 mln gacha yetdi.  Kandinsky 2.1 dunyodagi tez o'sib borayotgan neyrotarmoqdir.  [Kandinskiy 2.1 ning](https://fusionbrain.ai/en/) paydo bo'lishi va  muvaffaqiyati — avvalo bizning mintaqamizda ham bunday miqyosdagi mahsulotlarni yaratish mumkinligi barcha MDH mamlakatlariga signal bo'ldi.  __Ma`lumotlar sheriklik huquqi asosida tayyorlandi__",1.0
Daryo,90194.0,2023-04-27 15:30:33+00:00,Ukraina maxsus xizmatlari Putinni o`ldirishga urindi — Bild     Ukraina razvedkasi mazkur operatsiya uchun kamikadze drondan foydalangani aytilmoqda.  Batafsil — http://dy.uz/C1oSK    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90195.0,2023-04-27 16:16:49+00:00,"Samarqandda 6 bosh qo`y bo`g`izlanib, egasiga tahdidomuz xat qoldirildi    Viloyat IIB holat yuzasidan maʼlumot berdi.  Batafsil — http://dy.uz/CS8U2    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90196.0,2023-04-27 16:37:01+00:00,"“Har bir xavf — imkoniyat”: O`zbekistonda retsessiya yuz beradimi?    Retsessiya — vaqtinchalik iqtisodiy pasayish davri bo`lib, bu davrda savdo va sanoat faoliyati qisqaradi, odatda ikki chorakda yalpi ichki mahsulotning pasayishi bilan belgilanadi. Toshkentdagi investitsiya forumi doirasida bu bo`yicha davra suhbati bo`lib o`tdi.  Batafsil — http://dy.uz/MCbfU    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90197.0,2023-04-27 16:54:15+00:00,Shavkat Mirziyoyev Toshkent investitsiya forumi doirasida uchrashuvlar o`tkazdi    O`zbekistonning Jahon savdo tashkilotiga a`zo bo`lishi  hamda “Yashil makon” dasturini davom ettirishdan manfaatdor ekani ta`kidlandi.  Batafsil — http://dy.uz/k2Uur    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90198.0,2023-04-27 17:09:01+00:00,Sirdaryoda xonadon hojatxonasidan 3 kishining jasadi topildi    Ular telefonni olish maqsadida hojatxona chuquriga tushgandan so`ng zaharlanib vafot etgan.  Batafsil — http://dy.uz/NqKyC    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90199.0,2023-04-27 17:23:01+00:00,Putinga suiqasd uyushtirilgani rostmi? Peskov javob berdi     Avvalroq Germaniyaning Bild nashri Ukraina maxsus xizmatlari Putinni o`ldirishga uringani haqida maqola e`lon qilgandi.  Batafsil — http://dy.uz/KMGy4    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90200.0,2023-04-27 17:56:01+00:00,Paketni parashyut sifatida ishlatgan: Qozog`istonda sakkiz yashar bola 5-qavatdan sakradi    Qutqaruvchilar qozog`istonliklardan derazalariga panjara o`rnatishni so`ramoqda.  Batafsil — http://dy.uz/wbYcS    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90201.0,2023-04-27 18:28:01+00:00,Ukraina mudofaa vaziri armiya uchun kerakli eng muhim qurolni aytdi    Aleksey Reznikov mazkur qurol “mamlakatning omon qolish” garovi ekanini ta`kidladi.  Batafsil — http://dy.uz/txEhG    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90202.0,2023-04-27 18:41:03+00:00,"Poytaxtdagi boshi berk ko`cha odamlar noroziligiga sabab bo`lib, bolalar hayotiga xavf solayotgani aytilmoqda (video)    “Daryo” jurnalisti voqea tafsilotlarini o`rganish maqsadida ushbu ko`chada bo`ldi.  Batafsil — http://dy.uz/RKgwn  📱  Yangilangan mobil ilova   👉",0.0
Daryo,90203.0,2023-04-27 19:20:44+00:00,"Qo`shiq kuylayotgan prezidentlar, samolyotda tug`ilgan chaqaloq, konsort qirolichaning mum haykali — 27-aprel suratlari    26-aprel kuni Toshkentdan Istanbulga uchgan samolyot bortida chaqaloq tug`ildi.  Batafsil — http://dy.uz/ZQJR4    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90204.0,2023-04-28 03:02:02+00:00,Qozog`istonda ifloslangan havo tufayli aholi orasida o`lim ko`paymoqda      Oxirgi besh yilda qo`shni respublikada havo ifloslanishi yuqori darajaga yetgan.  Batafsil — http://dy.uz/kIz8Q    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90205.0,2023-04-28 03:26:02+00:00,"🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   “Mening yo`lim” loyihasining taklif kiritish bosqichi yakunlandi    Kiritilgan takliflarga ovoz berish jarayoni bugundan boshlanib, 7-mayga qadar davom etadi.  Batafsil — http://dy.uz/twGqZ    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90206.0,2023-04-28 03:45:22+00:00,"Kreml yana 400 ming rossiyalikni urushga “jimgina” safarbar qilmoqchi — WP    Pentagon hujjatlariga ko`ra, Putin 2023-yil davomida Ukrainadagi urushga qo`shimcha askarlarni “jimgina yollash”ni qo`llab-quvvatlagan.  Batafsil — http://dy.uz/wjtz1    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90207.0,2023-04-28 04:10:26+00:00,Rossiya fuqaroligini olmagan ukrainaliklar anneksiya qilingan hududlardan deportatsiya qilinishi mumkin    Putin bosib olingan hududlar aholisini deportatsiya qilishni nazarda tutuvchi farmonni imzoladi.  Batafsil — http://dy.uz/mTu0X    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90208.0,2023-04-28 04:28:00+00:00,Markaziy Osiyo—Xitoy 4-vazirlar uchrashuvi o`tkazildi    Tadbir kun tartibidan tinchlik va barqarorlikni ta`minlash masalalari o`rin oldi.  Batafsil — http://dy.uz/DQdgF    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90209.0,2023-04-28 04:55:05+00:00,Ismatulla Ergashev Britaniya maxsus vakili bilan Afg`onistondagi vaziyatni muhokama qildi    Suhbatda Afg`onistonning yangi hukumati ayollar va qizlarning taʼlim olish huquqlarini taʼminlashi zarurligi qayd etilgan.  Batafsil — http://dy.uz/Vudaf    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90210.0,2023-04-28 05:14:59+00:00,"Respublika shoshilinch tibbiy yordam ilmiy markazi xodimlariga bir yilda qancha tajovuz bo`lgani ochiqlandi    Jinoyat ishlari bo`yicha Chilonzor tumani sudyalari markazda bo`lib, tibbiyot xodimlariga yangi qonun bo`yicha ma`lumot berdi.  Batafsil — http://dy.uz/ie3Ng    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90211.0,2023-04-28 05:33:00+00:00,Toshkentda 12 ta mashina ishtirokida avariya sodir bo`ldi    Hodisa oqibatida tan jarohati olgan yo`lovchiga birinchi yordam ko`rsatilgan.  Batafsil — http://dy.uz/n0veL    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90212.0,2023-04-28 05:51:59+00:00,"“Yetimlikda ulg`aydim, o`g`lim ham mensiz katta bo`lishini istamayman” — navoiylik yolg`iz ayol xalqdan yordam so`ramoqda     “Kundan kunga ahvolim yomonlashyapti. Oyoqlarim shishib, yurolmay qolyapman. Iltimos, menga yordam beringlar sog`ayib, o`g`limni o`zim katta qilay”, — deydi bemor.  Batafsil — http://dy.uz/crXKb    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90213.0,2023-04-28 06:25:00+00:00,"“Keyin juda kech bo`ladi”. AQSH Senati Baydenni Ukrainaga tank yetkazib berishni kechiktirayotganlikda aybladi    Bir qator kongressmenlarning ta`kidlashicha, Bayden Ukrainaga tanklarni yetkazib berishni tezlashtirishga qodir, ammo buning uchun zarur harakatlarni qilmayapti.  Batafsil — http://dy.uz/JcrRE    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90214.0,2023-04-28 06:43:59+00:00,"🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   O`zbekistonda 29-aprel kuni 35 darajagacha issiq bo`ladi    Havo biroz bulutli bo`ladi, tog`li hududlarda qisqa muddatli yomg`ir yog`ishi mumkin.  Batafsil — http://dy.uz/Bg83i    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90215.0,2023-04-28 07:11:59+00:00,O`zbekistonda ma`muriy sud ishlarini hal etishda taraflarning kelishuv bitimi tuzish huquqi belgilandi    Taraflarning kelishuvi faqat ularning nizoli ommaviy huquqiy munosabatlar subyekti sifatidagi huquq va majburiyatlariga taalluqli bo`lishi hamda taraflarning o`zaro yon berishiga yo`l qo`yilgan taqdirda amalga oshirilishi mumkin.  Batafsil — http://dy.uz/RSiAP    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90216.0,2023-04-28 07:31:00+00:00,"Moldova bosh vaziri: “Putin uchun mamlakatimizga kirish taqiqlangan”    Bosh vazirning so`zlariga ko`ra, Moldovada mamlakatga kira olmaydigan Rossiya fuqarolarining “qora ro`yxati” mavjud.  Batafsil — http://dy.uz/mWsyr    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90217.0,2023-04-28 07:55:00+00:00,"“Eski tarkibdagilar ham sahnaga chiqishi mumkin”. Davron Kabulov “Million”ning yubiley konserti hamda sahna ortidagi muammolar haqida     “Hozir sallani desa kallani olib kelib, san`atkorlar imidjiga e`tibor bermayotgan ba`zi insonlarning harakatida ma`no yo`q deb o`ylayman”, — deydi Davron Kabulov.  Batafsil — http://dy.uz/53rQO    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90218.0,2023-04-28 08:22:02+00:00,"Buxoroda ikki ayolni salkam 51 ming dollarga chuv tushirgan shaxs ushlandi    U soxta shartnoma va pasport bilan ularga savdo do`konlari sotishni va`da qilib, pullarini qo`lga kiritgan.  Batafsil — http://dy.uz/naZkM    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90219.0,2023-04-28 08:43:02+00:00,Toshkent shahrini 250 mlrd dollarga sotuvga qo`ygan shaxs maktab o`quvchisi bo`lib chiqdi    Yigitcha bu ishni shunchaki hazil uchun qilganini bildirdi.  Batafsil — http://dy.uz/5Qq21    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90220.0,2023-04-28 09:03:49+00:00,"Rossiya Ukraina shaharlariga raketa zarbalarini berdi, 10 dan ortiq tinch aholi halok bo`ldi     28-aprelga o`tar kechasi Rossiya qo`shinlari Ukrainaning qator shaharlariga, jumladan Kiyevga yoppasiga raketa zarbalarini yo`lladi.  Batafsil — http://dy.uz/oSNsT    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90221.0,2023-04-28 09:26:59+00:00,"Samarqandda maktab o`quvchisi PUBG akkauntini sotaman deb 14 yoshli bolani salkam 4,5 ming dollarga chuv tushirdi    Jabrlanuvchi otasining nomidagi bank kartasi orqali kelishilgan pullarni yigitning bank kartasiga o`tkazib bergan.  Batafsil — http://dy.uz/LwsuB    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90222.0,2023-04-28 09:45:24+00:00,"Ukraina hududini minalardan tozalashga 757 yil kerak bo`lishi mumkin    Ekspertlarning fikricha, Ukraina Afg`oniston va Suriyani ortda qoldirib, dunyodagi eng katta minalangan hududga aylandi.  Batafsil — http://dy.uz/qI1J3    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90223.0,2023-04-28 10:11:21+00:00,🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   Toshkentda jadval bo`yicha sovuq suv o`chiriladi    Bahor-yozgi mavsumga tayyorgarlik bo`yicha katta hajmli suv o`tkazgich tarmoqlarida rejali profilaktika-taʼmirlash ishlari olib boriladi.  Batafsil — http://dy.uz/TRfqC    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90224.0,2023-04-28 10:27:00+00:00,"“Ukraina va Markaziy Osiyo davlatlari o`rtasida ko`ringanidan ko`proq umumiylik bor” — Andrey Yermak Markaziy Osiyoga bag`ishlangan maqola yozdi     Yermak BMTda Ukraina rezolyutsiyalariga ovoz bergani uchun mintaqa davlatlariga minnatdorlik bildirdi. “Tushunamiz, ma`lum sharoitlarda hatto `betaraf` bo`lish ham jasoratni namoyon qiladi, `ha` ovozi haqida gapirmasa ham bo`ladi”, — ta`kidladi u.  Batafsil — http://dy.uz/XzKqQ    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90225.0,2023-04-28 10:45:39+00:00,Roodell  va ADM Jizzax vakillari Uxu shahrida Chery International prezidenti bilan muzokaralar o`tkazdi    Batafsil — http://dy.uz/aIz97  Reklama,1.0
Daryo,90226.0,2023-04-28 10:57:11+00:00,Rossiyada so`nggi 7 yilda O`zbekistondan kelayotgan mehnat muhojirlari soni oshdi    Rossiya iqtisodiy rivojlanish vaziri Maksim Reshetnikov yetti yil ichida O`zbekistondan Rossiyaga ishlash uchun kelayotgan fuqarolar soni to`rt baravar ko`payganini aytdi.  Batafsil — http://dy.uz/PymsN    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90227.0,2023-04-28 11:11:59+00:00,🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   Boks bo`yicha O`zbekiston terma jamoasining Jahon chempionatida ishtirok etadigan tarkibi e`lon qilindi    Toshkentda o`tadigan jahon birinchiligi 30-aprel kuni start oladi.  Batafsil — http://dy.uz/wgBto    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90228.0,2023-04-28 11:28:00+00:00,"O`zbekistonda dollar kursi yana ko`tarildi    Rubl ham yana oshdi, yevro pastladi.  Batafsil — http://dy.uz/tjmJC    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90229.0,2023-04-28 11:41:43+00:00,"Samarqandda ikkita maktabning o`quvchi qizlari o`zaro mushtlashdi    Janjal tuman IIB tomonidan rasmiylashtirilib, hozirda tergovga qadar tekshiruv harakatlari olib borilmoqda.  Batafsil — http://dy.uz/G9jBm    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90230.0,2023-04-28 12:16:42+00:00,"🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   O`zbekistonda dam olish kunlari havo ochiq va quyoshli bo`ladi    Faqat tog`li hududlarda havo o`zgarib turadi, qisqa muddatli yomg`ir yog`ishi mumkin.  Batafsil — http://dy.uz/g0jF6    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90231.0,2023-04-28 12:42:36+00:00,"“Global ma`noda qarshi hujumga tayyormiz” — Ukraina mudofaa vaziri    Aleksey Reznikov armiya zamonaviy tizimlarni olganini aytib, qarshi hujumga tayyorgarlik haqida ma`lumot berdi.  Batafsil — http://dy.uz/LP2zE    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90232.0,2023-04-28 13:20:27+00:00,"“Chegaradan o`tish azobi so`xliklar sochini oqartirgan” — So`x chegarasining og`riqli o`tmishi va buguni    “Daryo” muxbiri So`xga safar qilib, chegaradan o`tishning avvalgi va hozirgi holatini o`rgandi. “Chegara oldin qanaqa bo`lganini so`xliklardan so`rasangiz, yig`lashadi”, — deydi Bahodir Safoyev.  Batafsil — http://dy.uz/rvi4L    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90233.0,2023-04-28 13:45:31+00:00,Royal quyosh suv isitgichlari — Germaniya texnologiyasi hamyonbop narxda    Batafsil — http://dy.uz/NipUz  Reklama,1.0
Daryo,90234.0,2023-04-28 13:56:16+00:00,Iroq qamoqxonasidagi o`zbekistonlik mahkuma ayollar Shavkat Mirziyoyevga murojaat yo`lladi (video)    Bosh prokuratura mazkur murojaat yuzasidan ma`lumot berdi.  Batafsil — http://dy.uz/GJOQU    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90236.0,2023-04-28 14:31:14+00:00,"PIR sendvich paneli nima?    Bu ikki tomondan tashqi metall qoplamalar va o`rta qismdan (izolyatsiyadan) iborat zamonaviy uch qavatli panellar.    Avant PIR   plombali sendvich panellari yuqori issiqlik va shovqin izolyatsiyasi, mexanik mustahkamligi va yong`inga bardoshliligi bilan ajralib turadi.   Bu kabi panellar turli xil — sanoat, jamoat va turar joy binolarini qurishda ishlatiladi.  Batafsil ma`lumot uchun: 95-606-33-33  __Reklama__",1.0
Daryo,90237.0,2023-04-28 14:41:00+00:00,Rossiya Markaziy Osiyodagi harbiy bazalarining jangovar tayyorgarligini oshirmoqda    Rossiya mudofaa vaziri AQSH va uning ittifoqchilari mintaqada “harbiy mavjudligini tiklashga” harakat qilayotganini aytdi.  Batafsil — http://dy.uz/2VdtH    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90238.0,2023-04-28 14:51:00+00:00,"🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   “10 nafar chaqqon bola korimizga yaradi”. Ochiq budjetdan 2 mlrd so`m yutib olgan buxorolik mahalla raisi ko`p ovoz to`plash sirini ochdi    “Qassabon” mahalla fuqarolar yig`ini aholisi “Tashabbusli budjet”da mahalladagi yo`l taʼmiri uchun 900 million so`m, maktab taʼmiri uchun esa 1 milliard 100 million so`m mablag` yutib olgan.  Batafsil — http://dy.uz/sFfCF    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90239.0,2023-04-28 15:10:23+00:00,"Toshkent viloyatida “prava”ni noqonuniy yo`l bilan olgan shaxs jinoiy javobgarlikka tortildi    Ayblanuvchi imtihondan 6 marta yiqilgach, qalbaki sertifikat bilan haydovchilik guvohnomasi olgan.  Batafsil — http://dy.uz/RX0ti    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90240.0,2023-04-28 15:15:47+00:00,O`zbekistonda Kia EV6 elektr krossoverining  sotuvlari boshlangani e`lon qilindi    Batafsil — http://dy.uz/MbPTh  Reklama,1.0
Daryo,90241.0,2023-04-28 15:25:00+00:00,"🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿🇺🇿   “Hamma sparringlarni yutdim, yana nimani isbotlashim kerak?”. Jahon chempionati arafasida tarkibdan chiqarib yuborilgan Nodirjon Mirzaahmedov bilan intervyu (video)    “Ona yig`lasa chiday olmas ekansiz”, — deydi bokschi.  Batafsil — http://dy.uz/phvXe    📱Yangilangan mobil ilova 👉  ",0.0
Daryo,90242.0,2023-04-28 15:54:00+00:00,O`zbekistonda ramazon oyida 1400 nafar kam ta`minlangan fuqaro umra ziyoratiga yuborildi    Prezident tashabbusi bilan barcha imom-xatiblar ishtirokida mahallalardagi 1 milliondan ziyod aholining uyida iftorliklar uyushtirildi.  Batafsil — http://dy.uz/nKVWs    📱Yangilangan mobil ilova 👉  ,0.0
Daryo,90243.0,2023-04-28 16:00:00+00:00,UPL qishloq xo'jaligi mahsulotlarini ishlab chiqaruvchilarning o'sishi va rivojlanishiga qanday yordam beradi?    Barqaror qishloq xo`jaligi uchun yechimlar bo`yicha jahon yetakchisi videoda ko`rsatilgan ikkita samarali   Selekt   va   BM-86   mahsulotlarini taklif qiladi.  Mahsulotlar haqida batafsil ma'lumot olishingiz va barcha savollaringizni bevosita UPL mutaxassislariga berishingiz mumkin: https://t.me/uplagroconsulting  Reklama,1.0
Daryo,90244.0,2023-04-28 16:10:55+00:00,“Tug`ilib-o`sgan qishlog`im uchun ovoz berish imkoniyatimni cheklamang”. Savol mohiyatini tushunmagan vazir o`rinbosari jurnalist savoliga yetarlicha javob berolmadi    Iqtisodiyot va moliya vaziri o`rinbosari Anvar Karimov “Daryo” jurnalistining “Ochiq budjet”da ovoz berish jarayonini shaffoflashtirish haqidagi savoliga javob berishga harakat qildi.   Batafsil — http://dy.uz/BS1Jl    📱Yangilangan mobil ilova 👉  ,0.0
